id;product_id;product_name;category;quantity;revenue;cost;sold_at
SALE000761;SKU010;Оперативная память 16GB DDR4;Комплектующие;17;61208.5;40590.9;2024-07-29 13:40:00+00
SALE000762;SKU011;Роутер TP-Link Archer;Сетевое оборудование;12;38295.6;24082.8;2024-07-29 16:40:00+00
SALE000763;SKU012;Коммутатор 8 портов;Сетевое оборудование;11;24090;14454.0;2024-07-29 13:10:00+00
SALE000764;SKU013;Наушники JBL;Электроника;36;107640;60278.4;2024-07-29 19:30:00+00
SALE000765;SKU014;Веб-камера Full HD;Электроника;12;26280;14191.2;2024-07-29 13:30:00+00
SALE000766;SKU015;Коврик для мыши XL;Аксессуары;24;18960;8532.0;2024-07-29 13:10:00+00
SALE000767;SKU001;Беспроводная мышь Logitech;Электроника;34;48127.0;29382.8;2024-07-30 20:10:00+00
SALE000768;SKU002;Клавиатура механическая Redragon;Электроника;16;59371.2;35112.0;2024-07-30 12:30:00+00
SALE000769;SKU003;Монитор 24 дюйма Samsung;Электроника;8;103920;74822.4;2024-07-30 16:30:00+00
SALE000770;SKU004;USB-C кабель 1м;Аксессуары;59;21399.3;9664.2;2024-07-30 11:10:00+00
SALE000771;SKU005;Power Bank 20000 mAh;Аксессуары;26;64740;36901.8;2024-07-30 11:30:00+00
SALE000772;SKU006;Картридж HP 305;Расходники;28;42294.0;20924.4;2024-07-30 12:30:00+00
SALE000773;SKU007;Бумага А4 500 листов;Канцтовары;40;16800;10416.0;2024-07-30 16:30:00+00
SALE000774;SKU008;Ручки шариковые комплект;Канцтовары;31;6919.2;2901.6;2024-07-30 14:30:00+00
SALE000775;SKU009;SSD 1TB Kingston;Комплектующие;15;92482.5;66198.0;2024-07-30 15:30:00+00
SALE000776;SKU010;Оперативная память 16GB DDR4;Комплектующие;20;72010.0;47754.0;2024-07-30 12:40:00+00
SALE000777;SKU011;Роутер TP-Link Archer;Сетевое оборудование;8;26320;16055.2;2024-07-30 09:30:00+00
SALE000778;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2024-07-30 09:00:00+00
SALE000779;SKU013;Наушники JBL;Электроника;20;56810.0;33488.0;2024-07-30 19:00:00+00
SALE000780;SKU014;Веб-камера Full HD;Электроника;12;26280;14191.2;2024-07-30 15:50:00+00
SALE000781;SKU015;Коврик для мыши XL;Аксессуары;38;30020;13509.0;2024-07-30 13:20:00+00
SALE000782;SKU001;Беспроводная мышь Logitech;Электроника;28;41720;24197.6;2024-07-31 15:50:00+00
SALE000783;SKU002;Клавиатура механическая Redragon;Электроника;17;67830;37306.5;2024-07-31 09:20:00+00
SALE000784;SKU003;Монитор 24 дюйма Samsung;Электроника;9;116910;84175.2;2024-07-31 18:30:00+00
SALE000785;SKU004;USB-C кабель 1м;Аксессуары;41;14870.7;6715.8;2024-07-31 10:30:00+00
SALE000786;SKU005;Power Bank 20000 mAh;Аксессуары;21;49675.5;29805.3;2024-07-31 20:20:00+00
SALE000787;SKU006;Картридж HP 305;Расходники;38;60420;28397.4;2024-07-31 15:40:00+00
SALE000788;SKU007;Бумага А4 500 листов;Канцтовары;58;22654.8;15103.2;2024-07-31 10:40:00+00
SALE000789;SKU008;Ручки шариковые комплект;Канцтовары;25;5700.0;2340.0;2024-07-31 14:20:00+00
SALE000790;SKU009;SSD 1TB Kingston;Комплектующие;13;84370;57371.6;2024-07-31 14:40:00+00
SALE000791;SKU010;Оперативная память 16GB DDR4;Комплектующие;19;72010;45366.3;2024-07-31 11:40:00+00
SALE000792;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;27537.3;18062.1;2024-07-31 15:00:00+00
SALE000793;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2024-07-31 09:10:00+00
SALE000794;SKU013;Наушники JBL;Электроника;11;30587.7;18418.4;2024-07-31 13:30:00+00
SALE000795;SKU014;Веб-камера Full HD;Электроника;13;28470;15373.8;2024-07-31 14:50:00+00
SALE000796;SKU015;Коврик для мыши XL;Аксессуары;40;29388.0;14220.0;2024-07-31 17:10:00+00
SALE000797;SKU001;Беспроводная мышь Logitech;Электроника;35;52150;30247.0;2024-08-01 16:40:00+00
SALE000798;SKU002;Клавиатура механическая Redragon;Электроника;12;47880;26334.0;2024-08-01 10:30:00+00
SALE000799;SKU003;Монитор 24 дюйма Samsung;Электроника;12;148086.0;112233.6;2024-08-01 12:00:00+00
SALE000800;SKU004;USB-C кабель 1м;Аксессуары;75;27202.5;12285.0;2024-08-01 19:30:00+00
SALE000801;SKU005;Power Bank 20000 mAh;Аксессуары;24;56772.0;34063.2;2024-08-01 11:20:00+00
SALE000802;SKU006;Картридж HP 305;Расходники;12;19080;8967.6;2024-08-01 20:20:00+00
SALE000803;SKU007;Бумага А4 500 листов;Канцтовары;80;31248.0;20832.0;2024-08-01 18:30:00+00
SALE000804;SKU008;Ручки шариковые комплект;Канцтовары;50;12000;4680.0;2024-08-01 20:50:00+00
SALE000805;SKU009;SSD 1TB Kingston;Комплектующие;12;77880;52958.4;2024-08-01 19:20:00+00
SALE000806;SKU010;Оперативная память 16GB DDR4;Комплектующие;15;54007.5;35815.5;2024-08-01 20:00:00+00
SALE000807;SKU011;Роутер TP-Link Archer;Сетевое оборудование;22;72380;44151.8;2024-08-01 14:30:00+00
SALE000808;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2024-08-01 17:40:00+00
SALE000809;SKU013;Наушники JBL;Электроника;10;29900;16744.0;2024-08-01 19:30:00+00
SALE000810;SKU014;Веб-камера Full HD;Электроника;12;26280;14191.2;2024-08-01 19:20:00+00
SALE000811;SKU015;Коврик для мыши XL;Аксессуары;24;18960;8532.0;2024-08-01 10:50:00+00
SALE000812;SKU001;Беспроводная мышь Logitech;Электроника;15;22350;12963.0;2024-08-02 16:40:00+00
SALE000813;SKU002;Клавиатура механическая Redragon;Электроника;24;95760;52668.0;2024-08-02 12:00:00+00
SALE000814;SKU003;Монитор 24 дюйма Samsung;Электроника;9;113402.7;84175.2;2024-08-02 12:00:00+00
SALE000815;SKU004;USB-C кабель 1м;Аксессуары;63;23832.9;10319.4;2024-08-02 11:30:00+00
SALE000816;SKU005;Power Bank 20000 mAh;Аксессуары;25;62250;35482.5;2024-08-02 13:10:00+00
SALE000817;SKU006;Картридж HP 305;Расходники;21;32388.3;15693.3;2024-08-02 16:30:00+00
SALE000818;SKU007;Бумага А4 500 листов;Канцтовары;62;24738.0;16144.8;2024-08-02 11:50:00+00
SALE000819;SKU008;Ручки шариковые комплект;Канцтовары;43;10320;4024.8;2024-08-02 18:30:00+00
SALE000820;SKU009;SSD 1TB Kingston;Комплектующие;16;103840;70611.2;2024-08-02 12:20:00+00
SALE000821;SKU010;Оперативная память 16GB DDR4;Комплектующие;19;72010;45366.3;2024-08-02 15:00:00+00
SALE000822;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;29610;18062.1;2024-08-02 15:40:00+00
SALE000823;SKU012;Коммутатор 8 портов;Сетевое оборудование;10;21900;13140.0;2024-08-02 17:00:00+00
SALE000824;SKU013;Наушники JBL;Электроника;22;65780;36836.8;2024-08-02 13:10:00+00
SALE000825;SKU014;Веб-камера Full HD;Электроника;11;22885.5;13008.6;2024-08-02 20:40:00+00
SALE000826;SKU015;Коврик для мыши XL;Аксессуары;22;16163.4;7821.0;2024-08-02 15:10:00+00
SALE000827;SKU001;Беспроводная мышь Logitech;Электроника;21;31290;18148.2;2024-08-03 15:50:00+00
SALE000828;SKU002;Клавиатура механическая Redragon;Электроника;9;35910;19750.5;2024-08-03 20:40:00+00
SALE000829;SKU004;USB-C кабель 1м;Аксессуары;61;23790;9991.8;2024-08-03 14:10:00+00
SALE000830;SKU005;Power Bank 20000 mAh;Аксессуары;22;54780;31224.6;2024-08-03 11:20:00+00
SALE000831;SKU006;Картридж HP 305;Расходники;18;26616.6;13451.4;2024-08-03 12:50:00+00
SALE000832;SKU007;Бумага А4 500 листов;Канцтовары;55;21945.0;14322.0;2024-08-03 19:30:00+00
SALE000833;SKU008;Ручки шариковые комплект;Канцтовары;25;6000;2340.0;2024-08-03 16:50:00+00
SALE000834;SKU009;SSD 1TB Kingston;Комплектующие;10;64900;44132.0;2024-08-03 19:50:00+00
SALE000835;SKU010;Оперативная память 16GB DDR4;Комплектующие;9;34110;21489.3;2024-08-03 11:20:00+00
SALE000836;SKU011;Роутер TP-Link Archer;Сетевое оборудование;12;39480;24082.8;2024-08-03 17:50:00+00
SALE000837;SKU012;Коммутатор 8 портов;Сетевое оборудование;7;14870.1;9198.0;2024-08-03 16:50:00+00
SALE000838;SKU013;Наушники JBL;Электроника;12;35880;20092.8;2024-08-03 17:50:00+00
SALE000839;SKU014;Веб-камера Full HD;Электроника;7;14256.9;8278.2;2024-08-03 20:40:00+00
SALE000840;SKU015;Коврик для мыши XL;Аксессуары;19;15010;6754.5;2024-08-03 13:10:00+00
SALE000841;SKU001;Беспроводная мышь Logitech;Электроника;24;35760;20740.8;2024-08-04 14:20:00+00
SALE000842;SKU002;Клавиатура механическая Redragon;Электроника;17;63081.9;37306.5;2024-08-04 17:20:00+00
SALE000843;SKU003;Монитор 24 дюйма Samsung;Электроника;5;64950;46764.0;2024-08-04 09:20:00+00
SALE000844;SKU004;USB-C кабель 1м;Аксессуары;35;13650;5733.0;2024-08-04 17:50:00+00
SALE000845;SKU005;Power Bank 20000 mAh;Аксессуары;10;24900;14193.0;2024-08-04 17:20:00+00
SALE000846;SKU006;Картридж HP 305;Расходники;20;31800;14946.0;2024-08-04 16:20:00+00
SALE000847;SKU007;Бумага А4 500 листов;Канцтовары;78;31777.2;20311.2;2024-08-04 09:10:00+00
SALE000848;SKU008;Ручки шариковые комплект;Канцтовары;42;9576.0;3931.2;2024-08-04 12:30:00+00
SALE000849;SKU010;Оперативная память 16GB DDR4;Комплектующие;11;40439.3;26264.7;2024-08-04 19:50:00+00
SALE000850;SKU011;Роутер TP-Link Archer;Сетевое оборудование;10;31255.0;20069.0;2024-08-04 09:50:00+00
SALE000851;SKU012;Коммутатор 8 портов;Сетевое оборудование;6;13140;7884.0;2024-08-04 14:20:00+00
SALE000852;SKU013;Наушники JBL;Электроника;12;35880;20092.8;2024-08-04 20:30:00+00
SALE000853;SKU014;Веб-камера Full HD;Электроника;11;23367.3;13008.6;2024-08-04 20:30:00+00
SALE000854;SKU015;Коврик для мыши XL;Аксессуары;16;12640;5688.0;2024-08-04 13:30:00+00
SALE000855;SKU001;Беспроводная мышь Logitech;Электроника;88;127186.4;76049.6;2024-08-05 20:40:00+00
SALE000856;SKU002;Клавиатура механическая Redragon;Электроника;23;89016.9;50473.5;2024-08-05 13:40:00+00
SALE000857;SKU003;Монитор 24 дюйма Samsung;Электроника;5;64950;46764.0;2024-08-05 09:00:00+00
SALE000858;SKU004;USB-C кабель 1м;Аксессуары;42;15233.4;6879.6;2024-08-05 16:00:00+00
SALE000859;SKU005;Power Bank 20000 mAh;Аксессуары;28;69720;39740.4;2024-08-05 09:00:00+00
SALE000860;SKU006;Картридж HP 305;Расходники;29;43804.5;21671.7;2024-08-05 20:20:00+00
SALE000861;SKU007;Бумага А4 500 листов;Канцтовары;66;25779.6;17186.4;2024-08-05 10:20:00+00
SALE000862;SKU008;Ручки шариковые комплект;Канцтовары;43;10320;4024.8;2024-08-05 18:00:00+00
SALE000863;SKU009;SSD 1TB Kingston;Комплектующие;11;66392.7;48545.2;2024-08-05 14:00:00+00
SALE000864;SKU010;Оперативная память 16GB DDR4;Комплектующие;12;43206.0;28652.4;2024-08-05 12:50:00+00
SALE000865;SKU011;Роутер TP-Link Archer;Сетевое оборудование;8;24477.6;16055.2;2024-08-05 13:20:00+00
SALE000866;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;27046.5;17082.0;2024-08-05 14:10:00+00
SALE000867;SKU013;Наушники JBL;Электроника;16;47840;26790.4;2024-08-05 17:10:00+00
SALE000868;SKU014;Веб-камера Full HD;Электроника;12;24966.0;14191.2;2024-08-05 20:40:00+00
SALE000869;SKU015;Коврик для мыши XL;Аксессуары;43;33970;15286.5;2024-08-05 09:30:00+00
SALE000870;SKU001;Беспроводная мышь Logitech;Электроника;24;34687.2;20740.8;2024-08-06 18:40:00+00
SALE000871;SKU002;Клавиатура механическая Redragon;Электроника;28;111720;61446.0;2024-08-06 11:50:00+00
SALE000872;SKU004;USB-C кабель 1м;Аксессуары;63;23832.9;10319.4;2024-08-06 09:10:00+00
SALE000873;SKU005;Power Bank 20000 mAh;Аксессуары;21;48629.7;29805.3;2024-08-06 09:00:00+00
SALE000874;SKU006;Картридж HP 305;Расходники;20;29574.0;14946.0;2024-08-06 13:40:00+00
SALE000875;SKU007;Бумага А4 500 листов;Канцтовары;65;25935.0;16926.0;2024-08-06 10:00:00+00
SALE000876;SKU008;Ручки шариковые комплект;Канцтовары;76;16963.2;7113.6;2024-08-06 12:20:00+00
SALE000877;SKU009;SSD 1TB Kingston;Комплектующие;25;157382.5;110330.0;2024-08-06 14:50:00+00
SALE000878;SKU010;Оперативная память 16GB DDR4;Комплектующие;13;49270;31040.1;2024-08-06 14:30:00+00
SALE000879;SKU011;Роутер TP-Link Archer;Сетевое оборудование;14;44678.2;28096.6;2024-08-06 10:40:00+00
SALE000880;SKU012;Коммутатор 8 портов;Сетевое оборудование;11;24090;14454.0;2024-08-06 16:00:00+00
SALE000881;SKU013;Наушники JBL;Электроника;13;38870;21767.2;2024-08-06 17:30:00+00
SALE000882;SKU014;Веб-камера Full HD;Электроника;3;6570;3547.8;2024-08-06 16:50:00+00
SALE000883;SKU015;Коврик для мыши XL;Аксессуары;24;18960;8532.0;2024-08-06 11:30:00+00
SALE000884;SKU001;Беспроводная мышь Logitech;Электроника;27;40230;23333.4;2024-08-07 10:20:00+00
SALE000885;SKU002;Клавиатура механическая Redragon;Электроника;27;104498.1;59251.5;2024-08-07 20:30:00+00
SALE000886;SKU003;Монитор 24 дюйма Samsung;Электроника;6;72484.2;56116.8;2024-08-07 15:20:00+00
SALE000887;SKU004;USB-C кабель 1м;Аксессуары;43;16266.9;7043.4;2024-08-07 10:00:00+00
SALE000888;SKU005;Power Bank 20000 mAh;Аксессуары;17;42330;24128.1;2024-08-07 09:00:00+00
SALE000889;SKU006;Картридж HP 305;Расходники;46;69483.0;34375.8;2024-08-07 19:20:00+00
SALE000890;SKU007;Бумага А4 500 листов;Канцтовары;49;20580;12759.6;2024-08-07 19:40:00+00
SALE000891;SKU008;Ручки шариковые комплект;Канцтовары;76;18240;7113.6;2024-08-07 17:20:00+00
SALE000892;SKU009;SSD 1TB Kingston;Комплектующие;38;246620;167701.6;2024-08-07 15:30:00+00
SALE000893;SKU010;Оперативная память 16GB DDR4;Комплектующие;15;56850;35815.5;2024-08-07 20:10:00+00
SALE000894;SKU011;Роутер TP-Link Archer;Сетевое оборудование;15;47869.5;30103.5;2024-08-07 10:40:00+00
SALE000895;SKU012;Коммутатор 8 портов;Сетевое оборудование;11;24090;14454.0;2024-08-07 17:00:00+00
SALE000896;SKU013;Наушники JBL;Электроника;14;39767.0;23441.6;2024-08-07 19:20:00+00
SALE000897;SKU014;Веб-камера Full HD;Электроника;12;26280;14191.2;2024-08-07 14:50:00+00
SALE000898;SKU015;Коврик для мыши XL;Аксессуары;29;22222.7;10309.5;2024-08-07 10:30:00+00
SALE000899;SKU001;Беспроводная мышь Logitech;Электроника;26;36028.2;22469.2;2024-08-08 13:40:00+00
SALE000900;SKU002;Клавиатура механическая Redragon;Электроника;12;44528.4;26334.0;2024-08-08 15:40:00+00
SALE000901;SKU003;Монитор 24 дюйма Samsung;Электроника;9;111064.5;84175.2;2024-08-08 15:20:00+00
SALE000902;SKU004;USB-C кабель 1м;Аксессуары;62;22487.4;10155.6;2024-08-08 12:20:00+00
SALE000903;SKU005;Power Bank 20000 mAh;Аксессуары;23;55551.9;32643.9;2024-08-08 12:30:00+00
SALE000904;SKU006;Картридж HP 305;Расходники;22;33231.0;16440.6;2024-08-08 15:10:00+00
SALE000905;SKU007;Бумага А4 500 листов;Канцтовары;86;34314.0;22394.4;2024-08-08 16:30:00+00
SALE000906;SKU008;Ручки шариковые комплект;Канцтовары;33;7920;3088.8;2024-08-08 17:20:00+00
SALE000907;SKU009;SSD 1TB Kingston;Комплектующие;10;61655.0;44132.0;2024-08-08 11:00:00+00
SALE000908;SKU010;Оперативная память 16GB DDR4;Комплектующие;14;51468.2;33427.8;2024-08-08 12:50:00+00
SALE000909;SKU011;Роутер TP-Link Archer;Сетевое оборудование;9;28721.7;18062.1;2024-08-08 18:50:00+00
SALE000910;SKU012;Коммутатор 8 портов;Сетевое оборудование;10;21900;13140.0;2024-08-08 12:10:00+00
SALE000911;SKU013;Наушники JBL;Электроника;18;53820;30139.2;2024-08-08 19:10:00+00
SALE000912;SKU014;Веб-камера Full HD;Электроника;16;35040;18921.6;2024-08-08 13:50:00+00
SALE000913;SKU015;Коврик для мыши XL;Аксессуары;29;22910;10309.5;2024-08-08 16:30:00+00
SALE000914;SKU001;Беспроводная мышь Logitech;Электроника;37;55130;31975.4;2024-08-09 12:10:00+00
SALE000915;SKU002;Клавиатура механическая Redragon;Электроника;21;77924.7;46084.5;2024-08-09 16:00:00+00
SALE000916;SKU003;Монитор 24 дюйма Samsung;Электроника;7;90930;65469.6;2024-08-09 19:50:00+00
SALE000917;SKU004;USB-C кабель 1м;Аксессуары;73;27046.5;11957.4;2024-08-09 20:40:00+00
SALE000918;SKU005;Power Bank 20000 mAh;Аксессуары;28;66234.0;39740.4;2024-08-09 13:30:00+00
SALE000919;SKU006;Картридж HP 305;Расходники;30;45315.0;22419.0;2024-08-09 20:30:00+00
SALE000920;SKU007;Бумага А4 500 листов;Канцтовары;101;42420;26300.4;2024-08-09 11:00:00+00
SALE000921;SKU008;Ручки шариковые комплект;Канцтовары;39;9360;3650.4;2024-08-09 14:40:00+00
SALE000922;SKU009;SSD 1TB Kingston;Комплектующие;11;71390;48545.2;2024-08-09 14:30:00+00
SALE000923;SKU010;Оперативная память 16GB DDR4;Комплектующие;30;105741.0;71631.0;2024-08-09 19:00:00+00
SALE000924;SKU011;Роутер TP-Link Archer;Сетевое оборудование;20;62510.0;40138.0;2024-08-09 15:20:00+00
SALE000925;SKU012;Коммутатор 8 портов;Сетевое оборудование;12;26280;15768.0;2024-08-09 16:30:00+00
SALE000926;SKU013;Наушники JBL;Электроника;16;47840;26790.4;2024-08-09 16:50:00+00
SALE000927;SKU014;Веб-камера Full HD;Электроника;8;17520;9460.8;2024-08-09 16:30:00+00
SALE000928;SKU015;Коврик для мыши XL;Аксессуары;20;15800;7110.0;2024-08-09 11:50:00+00
SALE000929;SKU001;Беспроводная мышь Logitech;Электроника;20;29800;17284.0;2024-08-10 16:50:00+00
SALE000930;SKU002;Клавиатура механическая Redragon;Электроника;12;47880;26334.0;2024-08-10 09:30:00+00
SALE000931;SKU004;USB-C кабель 1м;Аксессуары;24;8892.0;3931.2;2024-08-10 19:30:00+00
SALE000932;SKU005;Power Bank 20000 mAh;Аксессуары;17;39366.9;24128.1;2024-08-10 11:20:00+00
SALE000933;SKU006;Картридж HP 305;Расходники;12;19080;8967.6;2024-08-10 11:30:00+00
SALE000934;SKU007;Бумага А4 500 листов;Канцтовары;68;27132.0;17707.2;2024-08-10 19:40:00+00
SALE000935;SKU008;Ручки шариковые комплект;Канцтовары;69;16560;6458.4;2024-08-10 09:30:00+00
SALE000936;SKU009;SSD 1TB Kingston;Комплектующие;12;77880;52958.4;2024-08-10 18:00:00+00
SALE000937;SKU010;Оперативная память 16GB DDR4;Комплектующие;15;56850;35815.5;2024-08-10 13:50:00+00
SALE000938;SKU011;Роутер TP-Link Archer;Сетевое оборудование;15;46882.5;30103.5;2024-08-10 12:20:00+00
SALE000939;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;19710;11826.0;2024-08-10 12:40:00+00
SALE000940;SKU013;Наушники JBL;Электроника;11;30587.7;18418.4;2024-08-10 16:00:00+00
SALE000941;SKU014;Веб-камера Full HD;Электроника;6;12220.2;7095.6;2024-08-10 18:20:00+00
SALE000942;SKU015;Коврик для мыши XL;Аксессуары;9;7110;3199.5;2024-08-10 16:20:00+00
SALE000943;SKU001;Беспроводная мышь Logitech;Электроника;15;21232.5;12963.0;2024-08-11 09:40:00+00
SALE000944;SKU002;Клавиатура механическая Redragon;Электроника;12;47880;26334.0;2024-08-11 16:10:00+00
SALE000945;SKU003;Монитор 24 дюйма Samsung;Электроника;1;12990;9352.8;2024-08-11 20:20:00+00
SALE000946;SKU004;USB-C кабель 1м;Аксессуары;48;17784.0;7862.4;2024-08-11 13:40:00+00
SALE000947;SKU005;Power Bank 20000 mAh;Аксессуары;14;34860;19870.2;2024-08-11 12:10:00+00
SALE000948;SKU006;Картридж HP 305;Расходники;12;19080;8967.6;2024-08-11 16:00:00+00
SALE000949;SKU007;Бумага А4 500 листов;Канцтовары;53;22260;13801.2;2024-08-11 10:10:00+00
SALE000950;SKU008;Ручки шариковые комплект;Канцтовары;39;8892.0;3650.4;2024-08-11 13:40:00+00
SALE000951;SKU009;SSD 1TB Kingston;Комплектующие;10;62953.0;44132.0;2024-08-11 10:10:00+00
SALE000952;SKU010;Оперативная память 16GB DDR4;Комплектующие;14;53060;33427.8;2024-08-11 13:50:00+00
SALE000953;SKU011;Роутер TP-Link Archer;Сетевое оборудование;5;15956.5;10034.5;2024-08-11 20:50:00+00
SALE000954;SKU012;Коммутатор 8 портов;Сетевое оборудование;8;16293.6;10512.0;2024-08-11 09:20:00+00
SALE000955;SKU013;Наушники JBL;Электроника;15;42607.5;25116.0;2024-08-11 11:10:00+00
SALE000956;SKU014;Веб-камера Full HD;Электроника;1;2080.5;1182.6;2024-08-11 18:30:00+00
SALE000957;SKU015;Коврик для мыши XL;Аксессуары;15;11850;5332.5;2024-08-11 12:10:00+00
SALE000958;SKU001;Беспроводная мышь Logitech;Электроника;24;33256.8;20740.8;2024-08-12 11:00:00+00
SALE000959;SKU002;Клавиатура механическая Redragon;Электроника;16;60648.0;35112.0;2024-08-12 11:20:00+00
SALE000960;SKU003;Монитор 24 дюйма Samsung;Электроника;10;126003.0;93528.0;2024-08-12 16:20:00+00
SALE000961;SKU004;USB-C кабель 1м;Аксессуары;59;22319.7;9664.2;2024-08-12 19:30:00+00
SALE000962;SKU005;Power Bank 20000 mAh;Аксессуары;11;25472.7;15612.3;2024-08-12 12:50:00+00
SALE000963;SKU006;Картридж HP 305;Расходники;21;33390;15693.3;2024-08-12 16:30:00+00
SALE000964;SKU007;Бумага А4 500 листов;Канцтовары;67;27295.8;17446.8;2024-08-12 13:40:00+00
SALE000965;SKU008;Ручки шариковые комплект;Канцтовары;42;10080;3931.2;2024-08-12 18:00:00+00
SALE000966;SKU009;SSD 1TB Kingston;Комплектующие;14;90860;61784.8;2024-08-12 10:30:00+00
SALE000967;SKU010;Оперативная память 16GB DDR4;Комплектующие;13;46806.5;31040.1;2024-08-12 13:20:00+00
SALE000968;SKU011;Роутер TP-Link Archer;Сетевое оборудование;13;40631.5;26089.7;2024-08-12 13:50:00+00
SALE000969;SKU012;Коммутатор 8 портов;Сетевое оборудование;16;32587.2;21024.0;2024-08-12 15:50:00+00
SALE000970;SKU013;Наушники JBL;Электроника;20;59800;33488.0;2024-08-12 20:50:00+00
SALE000971;SKU014;Веб-камера Full HD;Электроника;14;28513.8;16556.4;2024-08-12 12:00:00+00
SALE000972;SKU015;Коврик для мыши XL;Аксессуары;24;18391.2;8532.0;2024-08-12 19:40:00+00
SALE000973;SKU001;Беспроводная мышь Logitech;Электроника;25;37250;21605.0;2024-08-13 11:50:00+00
SALE000974;SKU002;Клавиатура механическая Redragon;Электроника;16;63840;35112.0;2024-08-13 13:40:00+00
SALE000975;SKU004;USB-C кабель 1м;Аксессуары;51;18497.7;8353.8;2024-08-13 17:20:00+00
SALE000976;SKU005;Power Bank 20000 mAh;Аксессуары;15;34735.5;21289.5;2024-08-13 18:50:00+00
SALE000977;SKU006;Картридж HP 305;Расходники;16;25440;11956.8;2024-08-13 19:30:00+00
SALE000978;SKU007;Бумага А4 500 листов;Канцтовары;74;30147.6;19269.6;2024-08-13 09:10:00+00
SALE000979;SKU008;Ручки шариковые комплект;Канцтовары;45;10044.0;4212.0;2024-08-13 14:40:00+00
SALE000980;SKU009;SSD 1TB Kingston;Комплектующие;23;138821.1;101503.6;2024-08-13 20:30:00+00
SALE000981;SKU010;Оперативная память 16GB DDR4;Комплектующие;21;75610.5;50141.7;2024-08-13 12:20:00+00
SALE000982;SKU011;Роутер TP-Link Archer;Сетевое оборудование;11;36190;22075.9;2024-08-13 12:10:00+00
SALE000983;SKU012;Коммутатор 8 портов;Сетевое оборудование;13;28470;17082.0;2024-08-13 17:00:00+00
SALE000984;SKU013;Наушники JBL;Электроника;12;34086.0;20092.8;2024-08-13 09:00:00+00
SALE000985;SKU014;Веб-камера Full HD;Электроника;8;17520;9460.8;2024-08-13 14:00:00+00
SALE000986;SKU015;Коврик для мыши XL;Аксессуары;31;22775.7;11020.5;2024-08-13 17:40:00+00
SALE000987;SKU001;Беспроводная мышь Logitech;Электроника;33;49170;28518.6;2024-08-14 10:40:00+00
SALE000988;SKU002;Клавиатура механическая Redragon;Электроника;27;102343.5;59251.5;2024-08-14 09:40:00+00
SALE000989;SKU003;Монитор 24 дюйма Samsung;Электроника;6;75601.8;56116.8;2024-08-14 17:30:00+00
SALE000990;SKU004;USB-C кабель 1м;Аксессуары;65;25350;10647.0;2024-08-14 11:00:00+00
SALE000991;SKU005;Power Bank 20000 mAh;Аксессуары;28;67628.4;39740.4;2024-08-14 14:20:00+00
SALE000992;SKU006;Картридж HP 305;Расходники;20;30846.0;14946.0;2024-08-14 14:50:00+00
SALE000993;SKU007;Бумага А4 500 листов;Канцтовары;69;28110.6;17967.6;2024-08-14 15:30:00+00
SALE000994;SKU008;Ручки шариковые комплект;Канцтовары;54;12571.2;5054.4;2024-08-14 11:00:00+00
SALE000995;SKU009;SSD 1TB Kingston;Комплектующие;11;69248.3;48545.2;2024-08-14 09:30:00+00
SALE000996;SKU010;Оперативная память 16GB DDR4;Комплектующие;23;82811.5;54917.1;2024-08-14 09:50:00+00
SALE000997;SKU011;Роутер TP-Link Archer;Сетевое оборудование;13;42770;26089.7;2024-08-14 14:00:00+00
SALE000998;SKU012;Коммутатор 8 портов;Сетевое оборудование;9;18330.3;11826.0;2024-08-14 12:40:00+00
SALE000999;SKU013;Наушники JBL;Электроника;16;44491.2;26790.4;2024-08-14 15:10:00+00
SALE001000;SKU014;Веб-камера Full HD;Электроника;15;32850;17739.0;2024-08-14 17:40:00+00
SALE001001;SKU015;Коврик для мыши XL;Аксессуары;16;12640;5688.0;2024-08-14 09:00:00+00
SALE001002;SKU001;Беспроводная мышь Logitech;Электроника;43;64070;37160.6;2024-08-15 20:30:00+00
SALE001003;SKU002;Клавиатура механическая Redragon;Электроника;13;48239.1;28528.5;2024-08-15 10:30:00+00
SALE001004;SKU003;Монитор 24 дюйма Samsung;Электроника;6;72484.2;56116.8;2024-08-15 18:40:00+00
SALE001005;SKU004;USB-C кабель 1м;Аксессуары;75;27202.5;12285.0;2024-08-15 18:50:00+00
SALE001006;SKU005;Power Bank 20000 mAh;Аксессуары;21;52290;29805.3;2024-08-15 14:40:00+00
SALE001007;SKU006;Картридж HP 305;Расходники;34;52438.2;25408.2;2024-08-15 10:00:00+00
SALE001008;SKU007;Бумага А4 500 листов;Канцтовары;82;32718.0;21352.8;2024-08-15 15:40:00+00
SALE001009;SKU008;Ручки шариковые комплект;Канцтовары;43;10010.4;4024.8;2024-08-15 20:30:00+00
SALE001010;SKU009;SSD 1TB Kingston;Комплектующие;12;75543.6;52958.4;2024-08-15 20:30:00+00
